type,bounding_box,begin_time,end_time,details,span
Thunderstorm_Wind,1470_677_1510_717,2020-08-29 16:00:00,2020-08-29 16:00:00,Thunderstorm_Wind 2020082916 2020082916,0 days 04:00:00
Heat,313_487_337_531,2020-08-29 16:00:00,2020-08-29 16:00:00,,0 days 04:00:00
Wind,1034_463_1079_503,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1486_655_1536_717,2020-08-29 17:00:00,2020-08-29 18:00:00,Thunderstorm_Wind 2020082917 2020082918,0 days 05:00:00
Thunderstorm_Wind,1427_349_1468_390,2020-08-29 17:00:00,2020-08-29 17:00:00,Thunderstorm_Wind 2020082917 2020082917,0 days 04:00:00
Heat,289_236_436_542,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Heat,640_174_738_236,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Heat,790_229_870_293,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Heat,860_300_894_332,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Heat,718_76_742_101,2020-08-29 17:00:00,2020-08-29 17:00:00,,0 days 04:00:00
Lightning+Thunderstorm_Wind,875_298_943_353,2020-08-29 18:00:00,2020-08-30 04:00:00,"Lightning 2020083004 2020083004,Thunderstorm_Wind 2020082918 2020082918",0 days 14:00:00
Hail+Thunderstorm_Wind,969_387_1016_435,2020-08-29 18:00:00,2020-08-29 18:00:00,"Hail 2020082918 2020082918,Thunderstorm_Wind 2020082918 2020082918",0 days 04:00:00
Hail+Thunderstorm_Wind,717_721_759_763,2020-08-29 18:00:00,2020-08-29 18:00:00,"Hail 2020082918 2020082918,Thunderstorm_Wind 2020082918 2020082918",0 days 04:00:00
Flood+Hail+Thunderstorm_Wind,733_377_822_442,2020-08-29 18:00:00,2020-08-29 20:00:00,"Flood 2020082919 2020082920,Hail 2020082918 2020082919,Thunderstorm_Wind 2020082919 2020082920",0 days 06:00:00
Thunderstorm_Wind,702_723_742_763,2020-08-29 18:00:00,2020-08-29 18:00:00,Thunderstorm_Wind 2020082918 2020082918,0 days 04:00:00
Heat,829_9_859_38,2020-08-29 18:00:00,2020-08-29 18:00:00,,0 days 04:00:00
Heat,605_64_921_353,2020-08-29 18:00:00,2020-08-29 18:00:00,,0 days 04:00:00
Heat,289_202_479_544,2020-08-29 18:00:00,2020-08-29 18:00:00,,0 days 04:00:00
Waterspout,1361_145_1409_197,2020-08-29 19:00:00,2020-08-29 19:00:00,Waterspout 2020082919 2020082919,0 days 04:00:00
Marine_Thunderstorm_Wind,1438_121_1482_168,2020-08-29 19:00:00,2020-08-29 19:00:00,Marine_Thunderstorm_Wind 2020082919 2020082919,0 days 04:00:00
Thunderstorm_Wind,961_340_1003_395,2020-08-29 19:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082919 2020082920,0 days 05:00:00
Thunderstorm_Wind,732_709_797_756,2020-08-29 19:00:00,2020-08-29 21:00:00,Thunderstorm_Wind 2020082919 2020082921,0 days 06:00:00
Thunderstorm_Wind,1549_754_1590_795,2020-08-29 19:00:00,2020-08-29 19:00:00,Thunderstorm_Wind 2020082919 2020082919,0 days 04:00:00
Heat,288_190_520_548,2020-08-29 19:00:00,2020-08-29 19:00:00,,0 days 04:00:00
Heat,571_0_977_416,2020-08-29 19:00:00,2020-08-29 19:00:00,,0 days 04:00:00
Wind,1210_464_1255_507,2020-08-29 20:00:00,2020-08-29 20:00:00,,0 days 04:00:00
Hail+Wind,1492_745_1552_801,2020-08-29 20:00:00,2020-08-29 20:00:00,,0 days 04:00:00
Wind+Hail,667_435_718_539,2020-08-29 20:00:00,2020-08-29 20:00:00,,0 days 04:00:00
Thunderstorm_Wind,948_344_988_384,2020-08-29 20:00:00,2020-08-29 20:00:00,Thunderstorm_Wind 2020082920 2020082920,0 days 04:00:00
Thunderstorm_Wind,748_357_819_409,2020-08-29 20:00:00,2020-08-29 22:00:00,Thunderstorm_Wind 2020082920 2020082922,0 days 06:00:00
Heat,218_0_1000_552,2020-08-29 20:00:00,2020-08-29 20:00:00,,0 days 04:00:00
Marine_Thunderstorm_Wind,1491_403_1539_456,2020-08-29 21:00:00,2020-08-29 21:00:00,Marine_Thunderstorm_Wind 2020082921 2020082921,0 days 04:00:00
Tornado,1520_757_1563_797,2020-08-29 21:00:00,2020-08-29 21:00:00,,0 days 04:00:00
Thunderstorm_Wind,976_330_1037_388,2020-08-29 21:00:00,2020-08-29 22:00:00,Thunderstorm_Wind 2020082921 2020082922,0 days 05:00:00
Wind,1466_674_1510_717,2020-08-29 21:00:00,2020-08-29 21:00:00,,0 days 04:00:00
Wind,1486_731_1557_828,2020-08-29 22:00:00,2020-08-29 22:00:00,,0 days 04:00:00
Wind,1484_665_1534_715,2020-08-29 22:00:00,2020-08-29 22:00:00,,0 days 04:00:00
Wind,1491_657_1539_705,2020-08-29 23:00:00,2020-08-29 23:00:00,,0 days 04:00:00
Wind+Tornado,1504_710_1565_831,2020-08-29 23:00:00,2020-08-29 23:00:00,,0 days 04:00:00
Hail+Thunderstorm_Wind,839_336_928_407,2020-08-30 00:00:00,2020-08-30 02:00:00,"Hail 2020083001 2020083001,Thunderstorm_Wind 2020083000 2020083002",0 days 06:00:00
Tornado+Hail+Wind,807_630_895_765,2020-08-30 00:00:00,2020-08-30 00:00:00,,0 days 04:00:00
Wind,1277_374_1321_422,2020-08-30 00:00:00,2020-08-30 00:00:00,,0 days 04:00:00
Thunderstorm_Wind,846_335_899_386,2020-08-30 01:00:00,2020-08-30 01:00:00,Thunderstorm_Wind 2020083001 2020083001,0 days 04:00:00
Wind,1310_395_1353_437,2020-08-30 02:00:00,2020-08-30 02:00:00,,0 days 04:00:00
Flash_Flood,1118_404_1160_449,2020-08-30 02:00:00,2020-08-30 03:00:00,Flash_Flood 2020083002 2020083003,0 days 05:00:00
Flash_Flood+Hail+Heavy_Rain,427_374_499_429,2020-08-30 02:00:00,2020-08-30 19:00:00,"Flash_Flood 2020083002 2020083018,Hail 2020083013 2020083013,Heavy_Rain 2020083018 2020083019",0 days 21:00:00
Marine_Thunderstorm_Wind,1360_140_1409_241,2020-08-30 03:00:00,2020-08-30 15:00:00,Marine_Thunderstorm_Wind 2020083003 2020083015,0 days 16:00:00
Thunderstorm_Wind,973_471_1092_548,2020-08-30 08:00:00,2020-08-31 11:00:00,Thunderstorm_Wind 2020083008 2020083111,1 days 07:00:00
Marine_Thunderstorm_Wind,1188_173_1228_213,2020-08-30 10:00:00,2020-08-30 10:00:00,Marine_Thunderstorm_Wind 2020083010 2020083010,0 days 04:00:00
Flash_Flood+Funnel_Cloud+Heavy_Rain+Thunderstorm_Wind,1171_366_1259_435,2020-08-30 11:00:00,2020-08-30 19:00:00,"Flash_Flood 2020083016 2020083019,Funnel_Cloud 2020083011 2020083011,Heavy_Rain 2020083016 2020083019,Thunderstorm_Wind 2020083015 2020083015",0 days 12:00:00
Marine_Thunderstorm_Wind,1420_184_1475_247,2020-08-30 11:00:00,2020-08-30 11:00:00,Marine_Thunderstorm_Wind 2020083011 2020083011,0 days 04:00:00
Flash_Flood,1151_374_1193_418,2020-08-30 14:00:00,2020-08-30 14:00:00,Flash_Flood 2020083014 2020083014,0 days 04:00:00
Hail+Tornado,826_715_886_807,2020-08-30 16:00:00,2020-08-30 17:00:00,"Hail 2020083016 2020083017,Tornado 2020083017 2020083017",0 days 05:00:00
Flash_Flood+Thunderstorm_Wind,1201_441_1281_501,2020-08-30 16:00:00,2020-08-30 22:00:00,"Flash_Flood 2020083020 2020083022,Thunderstorm_Wind 2020083016 2020083016",0 days 10:00:00
Thunderstorm_Wind,1464_95_1506_138,2020-08-30 16:00:00,2020-08-30 16:00:00,Thunderstorm_Wind 2020083016 2020083016,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1287_306_1341_418,2020-08-30 16:00:00,2020-08-30 22:00:00,"Flash_Flood 2020083019 2020083022,Thunderstorm_Wind 2020083016 2020083019",0 days 10:00:00
Marine_Thunderstorm_Wind,1460_110_1512_168,2020-08-30 17:00:00,2020-08-30 17:00:00,Marine_Thunderstorm_Wind 2020083017 2020083017,0 days 04:00:00
Hail+Thunderstorm_Wind,829_697_898_766,2020-08-30 17:00:00,2020-08-30 19:00:00,"Hail 2020083017 2020083019,Thunderstorm_Wind 2020083018 2020083018",0 days 06:00:00
Heat,660_168_732_223,2020-08-30 17:00:00,2020-08-30 17:00:00,,0 days 04:00:00
Funnel_Cloud+Hail,800_623_875_705,2020-08-30 17:00:00,2020-08-30 18:00:00,"Funnel_Cloud 2020083017 2020083017,Hail 2020083018 2020083018",0 days 05:00:00
Heat,719_77_744_101,2020-08-30 17:00:00,2020-08-30 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,1303_393_1350_444,2020-08-30 17:00:00,2020-08-30 21:00:00,Thunderstorm_Wind 2020083017 2020083021,0 days 08:00:00
Heat,306_484_336_540,2020-08-30 17:00:00,2020-08-30 17:00:00,,0 days 04:00:00
Lightning+Thunderstorm_Wind,1396_322_1439_371,2020-08-30 17:00:00,2020-08-30 17:00:00,"Lightning 2020083017 2020083017,Thunderstorm_Wind 2020083017 2020083017",0 days 04:00:00
Heat,331_229_377_291,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,438_361_462_392,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,393_463_427_500,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,289_471_347_542,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,829_10_851_34,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,643_146_778_278,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,712_64_787_113,2020-08-30 18:00:00,2020-08-30 18:00:00,,0 days 04:00:00
Heat,603_54_880_324,2020-08-30 19:00:00,2020-08-30 19:00:00,,0 days 04:00:00
Heat,828_9_864_38,2020-08-30 19:00:00,2020-08-30 19:00:00,,0 days 04:00:00
Heat,289_229_471_544,2020-08-30 19:00:00,2020-08-30 19:00:00,,0 days 04:00:00
Heat,599_0_927_366,2020-08-30 20:00:00,2020-08-30 20:00:00,,0 days 04:00:00
Heat,981_211_1004_266,2020-08-30 20:00:00,2020-08-30 20:00:00,,0 days 04:00:00
Heat,289_229_481_548,2020-08-30 20:00:00,2020-08-30 20:00:00,,0 days 04:00:00
Wind,1304_310_1352_356,2020-08-30 21:00:00,2020-08-30 21:00:00,,0 days 04:00:00
Hail,832_744_880_803,2020-08-30 22:00:00,2020-08-30 22:00:00,,0 days 04:00:00
Wind,1395_323_1437_370,2020-08-30 22:00:00,2020-08-30 22:00:00,,0 days 04:00:00
Hail,925_711_968_753,2020-08-30 22:00:00,2020-08-30 22:00:00,Hail 2020083022 2020083022,0 days 04:00:00
Hail+Tornado,832_700_883_780,2020-08-30 23:00:00,2020-08-30 23:00:00,,0 days 04:00:00
Wind,1303_401_1344_441,2020-08-30 23:00:00,2020-08-30 23:00:00,,0 days 04:00:00
Hail,844_621_884_661,2020-08-30 23:00:00,2020-08-30 23:00:00,Hail 2020083023 2020083023,0 days 04:00:00
Hail,872_637_915_681,2020-08-31 01:00:00,2020-08-31 01:00:00,Hail 2020083101 2020083101,0 days 04:00:00
Hail,900_659_941_700,2020-08-31 03:00:00,2020-08-31 03:00:00,Hail 2020083103 2020083103,0 days 04:00:00
Hail+Thunderstorm_Wind,900_403_984_472,2020-08-31 03:00:00,2020-08-31 17:00:00,"Hail 2020083103 2020083103,Thunderstorm_Wind 2020083104 2020083117",0 days 18:00:00
Hail,913_666_953_706,2020-08-31 03:00:00,2020-08-31 03:00:00,Hail 2020083103 2020083103,0 days 04:00:00
Lightning,1012_707_1054_749,2020-08-31 04:00:00,2020-08-31 04:00:00,Lightning 2020083104 2020083104,0 days 04:00:00
Hail+Thunderstorm_Wind,952_528_1003_575,2020-08-31 05:00:00,2020-08-31 07:00:00,"Hail 2020083105 2020083105,Thunderstorm_Wind 2020083107 2020083107",0 days 06:00:00
Hail+Thunderstorm_Wind,959_521_1007_581,2020-08-31 06:00:00,2020-08-31 07:00:00,"Hail 2020083106 2020083106,Thunderstorm_Wind 2020083106 2020083107",0 days 05:00:00
Lightning,1046_712_1087_753,2020-08-31 06:00:00,2020-08-31 06:00:00,Lightning 2020083106 2020083106,0 days 04:00:00
Flash_Flood+Heavy_Rain,1382_486_1429_531,2020-08-31 06:00:00,2020-08-31 23:00:00,"Flash_Flood 2020083112 2020083114,Heavy_Rain 2020083106 2020083123",0 days 21:00:00
Flash_Flood,1351_528_1392_569,2020-08-31 08:00:00,2020-08-31 11:00:00,Flash_Flood 2020083108 2020083111,0 days 07:00:00
Flash_Flood,1301_547_1342_588,2020-08-31 09:00:00,2020-08-31 11:00:00,Flash_Flood 2020083109 2020083111,0 days 06:00:00
Flash_Flood+Thunderstorm_Wind,1391_429_1429_493,2020-08-31 09:00:00,2020-08-31 17:00:00,"Flash_Flood 2020083114 2020083117,Thunderstorm_Wind 2020083109 2020083109",0 days 12:00:00
Hail+Thunderstorm_Wind,1023_485_1109_570,2020-08-31 09:00:00,2020-08-31 11:00:00,"Hail 2020083111 2020083111,Thunderstorm_Wind 2020083109 2020083111",0 days 06:00:00
Flash_Flood+Heavy_Rain,1398_440_1491_533,2020-08-31 09:00:00,2020-08-31 23:00:00,"Flash_Flood 2020083109 2020083123,Heavy_Rain 2020083117 2020083122",0 days 18:00:00
Wind,962_522_1007_569,2020-08-31 13:00:00,2020-08-31 13:00:00,,0 days 04:00:00
Flood,1417_530_1485_613,2020-08-31 13:00:00,2020-08-31 21:00:00,Flood 2020083113 2020083121,0 days 12:00:00
Thunderstorm_Wind,1077_451_1131_497,2020-08-31 13:00:00,2020-08-31 13:00:00,Thunderstorm_Wind 2020083113 2020083113,0 days 04:00:00
Thunderstorm_Wind,1175_373_1252_431,2020-08-31 14:00:00,2020-08-31 15:00:00,Thunderstorm_Wind 2020083114 2020083115,0 days 05:00:00
Marine_Thunderstorm_Wind,1436_134_1480_179,2020-08-31 14:00:00,2020-08-31 14:00:00,Marine_Thunderstorm_Wind 2020083114 2020083114,0 days 04:00:00
Flash_Flood+Hail+Lightning+Thunderstorm_Wind,865_382_936_456,2020-08-31 15:00:00,2020-08-31 23:00:00,"Flash_Flood 2020083117 2020083123,Hail 2020083115 2020083121,Lightning 2020083116 2020083116,Thunderstorm_Wind 2020083116 2020083117",0 days 12:00:00
Thunderstorm_Wind,769_279_818_337,2020-08-31 15:00:00,2020-08-31 16:00:00,Thunderstorm_Wind 2020083115 2020083116,0 days 05:00:00
Tornado,1148_793_1189_834,2020-08-31 16:00:00,2020-08-31 16:00:00,Tornado 2020083116 2020083116,0 days 04:00:00
Wind,1027_486_1069_530,2020-08-31 16:00:00,2020-08-31 16:00:00,,0 days 04:00:00
Lightning,1153_417_1194_458,2020-08-31 16:00:00,2020-08-31 16:00:00,Lightning 2020083116 2020083116,0 days 04:00:00
Wind,1047_494_1089_535,2020-08-31 16:00:00,2020-08-31 16:00:00,,0 days 04:00:00
Heat,719_78_750_100,2020-08-31 17:00:00,2020-08-31 17:00:00,,0 days 04:00:00
Wind,1031_486_1076_528,2020-08-31 17:00:00,2020-08-31 17:00:00,,0 days 04:00:00
Heat,829_9_853_31,2020-08-31 17:00:00,2020-08-31 17:00:00,,0 days 04:00:00
Thunderstorm_Wind,771_242_845_353,2020-08-31 17:00:00,2020-08-31 18:00:00,Thunderstorm_Wind 2020083117 2020083118,0 days 05:00:00
Heat,309_487_336_537,2020-08-31 17:00:00,2020-08-31 17:00:00,,0 days 04:00:00
Heat,682_148_736_218,2020-08-31 17:00:00,2020-08-31 17:00:00,,0 days 04:00:00
Heat,643_53_786_228,2020-08-31 18:00:00,2020-08-31 18:00:00,,0 days 04:00:00
Heat,337_228_379_279,2020-08-31 18:00:00,2020-08-31 18:00:00,,0 days 04:00:00
Thunderstorm_Wind,563_551_603_591,2020-08-31 18:00:00,2020-08-31 18:00:00,Thunderstorm_Wind 2020083118 2020083118,0 days 04:00:00
Heat,289_480_339_542,2020-08-31 18:00:00,2020-08-31 18:00:00,,0 days 04:00:00
Heat,825_0_885_39,2020-08-31 18:00:00,2020-08-31 18:00:00,,0 days 04:00:00
Heat,853_257_924_331,2020-08-31 19:00:00,2020-08-31 19:00:00,,0 days 04:00:00
Heat,332_227_380_291,2020-08-31 19:00:00,2020-08-31 19:00:00,,0 days 04:00:00
Heat,289_460_429_545,2020-08-31 19:00:00,2020-08-31 19:00:00,,0 days 04:00:00
Heat,859_101_896_168,2020-08-31 19:00:00,2020-08-31 19:00:00,,0 days 04:00:00
Heat,606_0_887_294,2020-08-31 19:00:00,2020-08-31 19:00:00,,0 days 04:00:00
Flash_Flood,1333_500_1374_542,2020-08-31 19:00:00,2020-08-31 23:00:00,Flash_Flood 2020083119 2020083123,0 days 08:00:00
Heat,614_0_935_335,2020-08-31 20:00:00,2020-08-31 20:00:00,,0 days 04:00:00
Wind,1175_384_1216_425,2020-08-31 20:00:00,2020-08-31 20:00:00,,0 days 04:00:00
Heat,288_227_477_549,2020-08-31 20:00:00,2020-08-31 20:00:00,,0 days 04:00:00
Wind,1178_377_1253_426,2020-08-31 21:00:00,2020-08-31 21:00:00,,0 days 04:00:00
Flood,1135_743_1183_802,2020-09-01 00:00:00,2020-09-04 00:00:00,Flood 2020090100 2020093023,3 days 04:00:00
Wind+Tornado+Hail,765_365_835_506,2020-09-01 00:00:00,2020-09-01 00:00:00,,0 days 04:00:00
Flood,995_377_1111_467,2020-09-01 00:00:00,2020-09-04 00:00:00,Flood 2020090100 2020091907,3 days 04:00:00
Flash_Flood+Heavy_Rain,1441_441_1491_535,2020-09-01 00:00:00,2020-09-01 13:00:00,"Flash_Flood 2020090100 2020090102,Heavy_Rain 2020090100 2020090113",0 days 17:00:00
Flood,857_767_900_809,2020-09-01 00:00:00,2020-09-04 00:00:00,Flood 2020090100 2020092923,3 days 04:00:00
Flash_Flood+Flood,865_339_958_442,2020-09-01 00:00:00,2020-09-01 13:00:00,"Flash_Flood 2020090100 2020090113,Flood 2020090108 2020090111",0 days 17:00:00
Flood,1278_685_1322_738,2020-09-01 00:00:00,2020-09-04 00:00:00,Flood 2020090100 2020091223,3 days 04:00:00
Flash_Flood+Flood+Thunderstorm_Wind,925_375_1007_436,2020-09-01 00:00:00,2020-09-04 00:00:00,"Flash_Flood 2020090100 2020090109,Flood 2020090103 2020090416,Thunderstorm_Wind 2020090100 2020090100",3 days 04:00:00
Flash_Flood+Heavy_Rain+Thunderstorm_Wind+Tornado,978_362_1114_475,2020-09-01 03:00:00,2020-09-02 09:00:00,"Flash_Flood 2020090103 2020090209,Heavy_Rain 2020090106 2020090117,Thunderstorm_Wind 2020090113 2020090114,Tornado 2020090112 2020090114",1 days 10:00:00
Flash_Flood,971_395_1013_437,2020-09-01 04:00:00,2020-09-01 06:00:00,Flash_Flood 2020090104 2020090106,0 days 06:00:00
Flash_Flood,1083_417_1124_459,2020-09-01 07:00:00,2020-09-01 09:00:00,Flash_Flood 2020090107 2020090109,0 days 06:00:00
Flash_Flood+Flood+Lightning,845_231_952_372,2020-09-01 09:00:00,2020-09-04 09:00:00,"Flash_Flood 2020090114 2020090414,Flood 2020090109 2020090305,Lightning 2020090115 2020090201",3 days 04:00:00
Flood,1077_456_1119_498,2020-09-01 09:00:00,2020-09-01 12:00:00,Flood 2020090109 2020090112,0 days 07:00:00
Hail+Thunderstorm_Wind,589_331_715_427,2020-09-01 10:00:00,2020-09-01 15:00:00,"Hail 2020090112 2020090112,Thunderstorm_Wind 2020090110 2020090115",0 days 09:00:00
Hail+Thunderstorm_Wind,805_257_873_332,2020-09-01 14:00:00,2020-09-01 19:00:00,"Hail 2020090114 2020090114,Thunderstorm_Wind 2020090114 2020090119",0 days 09:00:00
Flash_Flood+Thunderstorm_Wind+Tornado,1189_425_1248_484,2020-09-01 15:00:00,2020-09-01 17:00:00,"Flash_Flood 2020090116 2020090117,Thunderstorm_Wind 2020090115 2020090116,Tornado 2020090115 2020090115",0 days 06:00:00
Tornado,1107_432_1148_473,2020-09-01 15:00:00,2020-09-01 15:00:00,Tornado 2020090115 2020090115,0 days 04:00:00
Hail,801_440_842_481,2020-09-01 15:00:00,2020-09-01 15:00:00,Hail 2020090115 2020090115,0 days 04:00:00
Flash_Flood+Tornado,1119_423_1200_484,2020-09-01 15:00:00,2020-09-01 16:00:00,"Flash_Flood 2020090115 2020090116,Tornado 2020090116 2020090116",0 days 05:00:00
Hail,1006_767_1048_809,2020-09-01 16:00:00,2020-09-01 16:00:00,Hail 2020090116 2020090116,0 days 04:00:00
Hail+Thunderstorm_Wind,739_383_814_449,2020-09-01 17:00:00,2020-09-01 18:00:00,"Hail 2020090117 2020090117,Thunderstorm_Wind 2020090117 2020090118",0 days 05:00:00
Thunderstorm_Wind,1245_665_1286_706,2020-09-01 17:00:00,2020-09-01 17:00:00,Thunderstorm_Wind 2020090117 2020090117,0 days 04:00:00
Hail,795_465_836_506,2020-09-01 18:00:00,2020-09-01 18:00:00,Hail 2020090118 2020090118,0 days 04:00:00
Thunderstorm_Wind+Tornado,773_362_821_409,2020-09-01 18:00:00,2020-09-01 18:00:00,"Thunderstorm_Wind 2020090118 2020090118,Tornado 2020090118 2020090118",0 days 04:00:00
Tornado,1028_390_1069_431,2020-09-01 18:00:00,2020-09-01 18:00:00,,0 days 04:00:00
Lightning,1375_292_1417_335,2020-09-01 19:00:00,2020-09-01 19:00:00,Lightning 2020090119 2020090119,0 days 04:00:00
Tornado+Wind,1028_390_1079_438,2020-09-01 19:00:00,2020-09-01 19:00:00,,0 days 04:00:00
Tornado+Wind,1029_392_1085_443,2020-09-01 20:00:00,2020-09-01 20:00:00,,0 days 04:00:00
Flash_Flood,1437_417_1479_459,2020-09-01 21:00:00,2020-09-01 23:00:00,Flash_Flood 2020090121 2020090123,0 days 06:00:00
Tornado+Wind,1107_428_1236_473,2020-09-01 21:00:00,2020-09-01 21:00:00,,0 days 04:00:00
Wind+Tornado,1119_428_1247_484,2020-09-01 22:00:00,2020-09-01 22:00:00,,0 days 04:00:00
Heavy_Rain+Thunderstorm_Wind,1369_438_1413_482,2020-09-01 22:00:00,2020-09-01 22:00:00,"Heavy_Rain 2020090122 2020090122,Thunderstorm_Wind 2020090122 2020090122",0 days 04:00:00
Wind,1465_603_1511_653,2020-09-02 00:00:00,2020-09-02 00:00:00,,0 days 04:00:00
Wind,838_843_887_888,2020-09-02 00:00:00,2020-09-02 00:00:00,,0 days 04:00:00
Wind,864_834_931_901,2020-09-02 01:00:00,2020-09-02 01:00:00,,0 days 04:00:00
Wind,910_856_952_899,2020-09-02 02:00:00,2020-09-02 02:00:00,,0 days 04:00:00
Flash_Flood+Thunderstorm_Wind,1191_475_1276_574,2020-09-02 03:00:00,2020-09-03 09:00:00,"Flash_Flood 2020090221 2020090309,Thunderstorm_Wind 2020090203 2020090204",1 days 10:00:00
Heavy_Rain+Thunderstorm_Wind,787_370_828_411,2020-09-02 15:00:00,2020-09-02 16:00:00,"Heavy_Rain 2020090215 2020090216,Thunderstorm_Wind 2020090215 2020090215",0 days 05:00:00
Thunderstorm_Wind,1446_597_1510_659,2020-09-02 17:00:00,2020-09-02 19:00:00,Thunderstorm_Wind 2020090217 2020090219,0 days 06:00:00
Thunderstorm_Wind,1443_594_1485_640,2020-09-02 17:00:00,2020-09-02 18:00:00,Thunderstorm_Wind 2020090217 2020090218,0 days 05:00:00
Thunderstorm_Wind,1107_384_1153_426,2020-09-02 18:00:00,2020-09-02 19:00:00,Thunderstorm_Wind 2020090218 2020090219,0 days 05:00:00
Thunderstorm_Wind,844_833_931_902,2020-09-02 18:00:00,2020-09-02 20:00:00,Thunderstorm_Wind 2020090218 2020090220,0 days 06:00:00
Thunderstorm_Wind,837_843_886_886,2020-09-02 18:00:00,2020-09-02 18:00:00,Thunderstorm_Wind 2020090218 2020090218,0 days 04:00:00
Marine_Thunderstorm_Wind,1479_593_1522_645,2020-09-02 19:00:00,2020-09-03 20:00:00,Marine_Thunderstorm_Wind 2020090219 2020090320,1 days 05:00:00
Hail+Thunderstorm_Wind,891_846_996_914,2020-09-02 19:00:00,2020-09-02 21:00:00,"Hail 2020090220 2020090220,Thunderstorm_Wind 2020090219 2020090221",0 days 06:00:00
Wind,1460_601_1501_642,2020-09-02 23:00:00,2020-09-02 23:00:00,,0 days 04:00:00
Flash_Flood+Flood,1172_496_1227_542,2020-09-03 04:00:00,2020-09-03 08:00:00,"Flash_Flood 2020090304 2020090306,Flood 2020090304 2020090308",0 days 08:00:00
Flood,964_289_1005_330,2020-09-03 05:00:00,2020-09-03 09:00:00,Flood 2020090305 2020090309,0 days 08:00:00
Flash_Flood,1192_506_1235_550,2020-09-03 05:00:00,2020-09-03 06:00:00,Flash_Flood 2020090305 2020090306,0 days 05:00:00
Flash_Flood+Flood,1262_550_1336_607,2020-09-03 07:00:00,2020-09-03 09:00:00,"Flash_Flood 2020090307 2020090309,Flood 2020090307 2020090309",0 days 06:00:00
Flash_Flood,1309_573_1353_618,2020-09-03 08:00:00,2020-09-03 11:00:00,Flash_Flood 2020090308 2020090311,0 days 07:00:00
Marine_High_Wind,1092_818_1207_929,2020-09-03 08:00:00,2020-09-03 14:00:00,Marine_High_Wind 2020090308 2020090314,0 days 10:00:00
Marine_Thunderstorm_Wind,1176_754_1236_853,2020-09-03 10:00:00,2020-09-03 11:00:00,Marine_Thunderstorm_Wind 2020090310 2020090311,0 days 05:00:00
Marine_Thunderstorm_Wind,1216_830_1257_871,2020-09-03 14:00:00,2020-09-03 14:00:00,Marine_Thunderstorm_Wind 2020090314 2020090314,0 days 04:00:00
Waterspout,1418_30_1459_71,2020-09-03 14:00:00,2020-09-03 15:00:00,Waterspout 2020090314 2020090315,0 days 05:00:00
Thunderstorm_Wind,1436_601_1479_645,2020-09-03 14:00:00,2020-09-03 14:00:00,Thunderstorm_Wind 2020090314 2020090314,0 days 04:00:00
Marine_Thunderstorm_Wind,1248_734_1299_783,2020-09-03 14:00:00,2020-09-03 14:00:00,Marine_Thunderstorm_Wind 2020090314 2020090314,0 days 04:00:00
Marine_Thunderstorm_Wind,1252_751_1296_800,2020-09-03 14:00:00,2020-09-03 14:00:00,Marine_Thunderstorm_Wind 2020090314 2020090314,0 days 04:00:00
Thunderstorm_Wind,1345_576_1389_620,2020-09-03 15:00:00,2020-09-03 15:00:00,Thunderstorm_Wind 2020090315 2020090315,0 days 04:00:00
Thunderstorm_Wind+Tornado,1456_588_1518_650,2020-09-03 15:00:00,2020-09-03 17:00:00,"Thunderstorm_Wind 2020090315 2020090316,Tornado 2020090316 2020090317",0 days 06:00:00
