type,bounding_box,begin_time,end_time,details
Hail,762_394_804_436,2020-08-15 15:00:00,2020-08-15 15:00:00,Hail 2020081515 2020081515
Thunderstorm_Wind,700_392_769_458,2020-08-28 19:00:00,2020-08-28 19:00:00,Thunderstorm_Wind 2020082819 2020082819
Marine_High_Wind,1593_726_1639_799,2020-09-30 04:00:00,2020-09-30 08:00:00,Marine_High_Wind 2020093004 2020093008
Thunderstorm_Wind,520_722_630_803,2020-08-03 07:00:00,2020-08-03 19:00:00,Thunderstorm_Wind 2020080307 2020080319
Flash_Flood,1492_687_1538_740,2020-08-04 12:00:00,2020-08-04 18:00:00,Flash_Flood 2020080412 2020080418
Thunderstorm_Wind,1178_374_1272_439,2020-08-27 14:00:00,2020-08-27 15:00:00,Thunderstorm_Wind 2020082714 2020082715
Flood,1388_160_1429_201,2020-09-27 18:00:00,2020-09-27 18:00:00,Flood 2020092718 2020092718
Marine_Thunderstorm_Wind,1366_149_1414_199,2020-09-29 14:00:00,2020-09-29 14:00:00,Marine_Thunderstorm_Wind 2020092914 2020092914
Waterspout,1423_39_1464_80,2020-08-09 12:00:00,2020-08-09 12:00:00,Waterspout 2020080912 2020080912
Waterspout,1423_37_1511_102,2020-08-15 09:00:00,2020-08-15 14:00:00,Waterspout 2020081509 2020081514
Flash_Flood+Flood,1433_578_1505_633,2020-09-10 07:00:00,2020-09-10 15:00:00,"Flash_Flood 2020091012 2020091015,Flood 2020091007 2020091009"
Flood,1464_588_1506_631,2020-11-12 04:00:00,2020-11-12 06:00:00,Flood 2020111204 2020111206
Hail,1057_791_1100_835,2020-09-26 16:00:00,2020-09-26 16:00:00,Hail 2020092616 2020092616
Thunderstorm_Wind,837_843_886_886,2020-09-02 18:00:00,2020-09-02 18:00:00,Thunderstorm_Wind 2020090218 2020090218
Hail,1275_425_1316_466,2020-08-03 08:00:00,2020-08-03 08:00:00,Hail 2020080308 2020080308
Flash_Flood,1504_704_1544_744,2020-08-04 14:00:00,2020-08-04 17:00:00,Flash_Flood 2020080414 2020080417
Funnel_Cloud+Hail+Tornado,735_847_847_945,2020-08-04 17:00:00,2020-08-04 22:00:00,"Funnel_Cloud 2020080417 2020080417,Hail 2020080417 2020080422,Tornado 2020080418 2020080418"
Flash_Flood+Thunderstorm_Wind,1227_742_1281_825,2020-08-10 17:00:00,2020-08-10 22:00:00,"Flash_Flood 2020081021 2020081022,Thunderstorm_Wind 2020081017 2020081017"
Marine_Thunderstorm_Wind,1384_740_1481_799,2020-08-25 01:00:00,2020-08-25 02:00:00,Marine_Thunderstorm_Wind 2020082501 2020082502
Flood,1473_588_1513_628,2020-09-04 13:00:00,2020-09-04 15:00:00,Flood 2020090413 2020090415
Flood,1135_743_1183_802,2020-09-01 00:00:00,2020-09-30 23:00:00,Flood 2020090100 2020093023
Marine_Hail,1150_775_1200_826,2020-09-26 16:00:00,2020-09-26 16:00:00,Marine_Hail 2020092616 2020092616
Hail,747_802_816_862,2020-08-27 17:00:00,2020-08-27 18:00:00,Hail 2020082717 2020082718
Tornado,1578_805_1618_845,2020-08-22 13:00:00,2020-08-22 13:00:00,Tornado 2020082213 2020082213
Lightning,1046_712_1087_753,2020-08-31 06:00:00,2020-08-31 06:00:00,Lightning 2020083106 2020083106
Hail+Thunderstorm_Wind,1405_179_1451_241,2020-08-09 15:00:00,2020-08-09 17:00:00,"Hail 2020080915 2020080916,Thunderstorm_Wind 2020080915 2020080917"
Marine_Thunderstorm_Wind,1429_163_1478_239,2020-08-17 14:00:00,2020-08-17 15:00:00,Marine_Thunderstorm_Wind 2020081714 2020081715
Flash_Flood+Thunderstorm_Wind,1485_625_1553_698,2020-08-07 16:00:00,2020-08-07 20:00:00,"Flash_Flood 2020080716 2020080720,Thunderstorm_Wind 2020080716 2020080717"
Thunderstorm_Wind,1510_628_1575_692,2020-08-12 11:00:00,2020-08-12 14:00:00,Thunderstorm_Wind 2020081211 2020081214
Flash_Flood+Thunderstorm_Wind,1509_604_1563_699,2020-08-07 17:00:00,2020-08-07 22:00:00,"Flash_Flood 2020080717 2020080722,Thunderstorm_Wind 2020080717 2020080719"
Flash_Flood+Hail+Thunderstorm_Wind+Tornado,728_522_792_611,2020-07-12 15:00:00,2020-07-12 19:00:00,"Flash_Flood 2020071216 2020071219,Hail 2020071215 2020071217,Thunderstorm_Wind 2020071215 2020071215,Tornado 2020071216 2020071217"
Hail+Thunderstorm_Wind,753_511_859_614,2020-07-02 15:00:00,2020-07-02 19:00:00,"Hail 2020070216 2020070217,Thunderstorm_Wind 2020070215 2020070219"
Hail+Thunderstorm_Wind,780_533_831_577,2020-07-12 19:00:00,2020-07-12 20:00:00,"Hail 2020071219 2020071220,Thunderstorm_Wind 2020071219 2020071219"
Thunderstorm_Wind,766_510_859_587,2020-07-18 17:00:00,2020-07-18 18:00:00,Thunderstorm_Wind 2020071817 2020071818
Thunderstorm_Wind,790_574_831_615,2020-07-08 21:00:00,2020-07-08 21:00:00,Thunderstorm_Wind 2020070821 2020070821
Flash_Flood+Thunderstorm_Wind+Tornado,1495_627_1541_674,2020-08-07 16:00:00,2020-08-07 20:00:00,"Flash_Flood 2020080716 2020080720,Thunderstorm_Wind 2020080716 2020080717,Tornado 2020080716 2020080716"
Hail,467_336_528_392,2020-08-01 16:00:00,2020-08-01 16:00:00,Hail 2020080116 2020080116
Flash_Flood+Hail+Thunderstorm_Wind,448_278_508_327,2020-08-02 18:00:00,2020-08-02 20:00:00,"Flash_Flood 2020080219 2020080220,Hail 2020080218 2020080219,Thunderstorm_Wind 2020080218 2020080218"
Hail+Thunderstorm_Wind,427_289_494_334,2020-08-03 14:00:00,2020-08-03 15:00:00,"Hail 2020080314 2020080314,Thunderstorm_Wind 2020080315 2020080315"
Flash_Flood+Thunderstorm_Wind+Tornado,1189_425_1248_484,2020-09-01 15:00:00,2020-09-01 17:00:00,"Flash_Flood 2020090116 2020090117,Thunderstorm_Wind 2020090115 2020090116,Tornado 2020090115 2020090115"
Marine_Thunderstorm_Wind,1433_137_1486_247,2020-09-12 02:00:00,2020-09-12 16:00:00,Marine_Thunderstorm_Wind 2020091202 2020091216
Thunderstorm_Wind,907_686_949_728,2020-08-09 01:00:00,2020-08-09 01:00:00,Thunderstorm_Wind 2020080901 2020080901
Funnel_Cloud+Tornado,922_698_971_744,2020-08-14 15:00:00,2020-08-14 15:00:00,"Funnel_Cloud 2020081415 2020081415,Tornado 2020081415 2020081415"
Marine_Thunderstorm_Wind,1415_184_1481_268,2020-09-29 15:00:00,2020-09-29 17:00:00,Marine_Thunderstorm_Wind 2020092915 2020092917
Hail+Thunderstorm_Wind,1006_748_1087_803,2020-07-09 04:00:00,2020-07-09 06:00:00,"Hail 2020070904 2020070905,Thunderstorm_Wind 2020070905 2020070906"
Hail+Thunderstorm_Wind+Tornado,930_701_1030_816,2020-07-11 04:00:00,2020-07-11 15:00:00,"Hail 2020071104 2020071114,Thunderstorm_Wind 2020071110 2020071115,Tornado 2020071114 2020071114"
Hail+Thunderstorm_Wind+Tornado,904_699_1038_846,2020-07-17 20:00:00,2020-07-18 04:00:00,"Hail 2020071720 2020071720,Thunderstorm_Wind 2020071721 2020071804,Tornado 2020071723 2020071800"
Hail+Thunderstorm_Wind,867_670_919_740,2020-07-17 07:00:00,2020-07-17 08:00:00,"Hail 2020071707 2020071708,Thunderstorm_Wind 2020071707 2020071707"
Thunderstorm_Wind,925_730_965_770,2020-07-18 00:00:00,2020-07-18 00:00:00,Thunderstorm_Wind 2020071800 2020071800
Flash_Flood+Thunderstorm_Wind,894_666_943_710,2020-07-28 18:00:00,2020-07-28 20:00:00,"Flash_Flood 2020072819 2020072820,Thunderstorm_Wind 2020072818 2020072819"
Flash_Flood+Heavy_Rain+Thunderstorm_Wind+Tornado,978_362_1114_475,2020-09-01 03:00:00,2020-09-02 09:00:00,"Flash_Flood 2020090103 2020090209,Heavy_Rain 2020090106 2020090117,Thunderstorm_Wind 2020090113 2020090114,Tornado 2020090112 2020090114"
Waterspout,1462_76_1516_141,2020-09-09 07:00:00,2020-09-09 10:00:00,Waterspout 2020090907 2020090910
Flash_Flood+Flood,1056_319_1108_372,2020-09-23 05:00:00,2020-09-23 16:00:00,"Flash_Flood 2020092305 2020092315,Flood 2020092313 2020092316"
Flash_Flood,1414_77_1503_143,2020-09-13 01:00:00,2020-09-13 19:00:00,Flash_Flood 2020091301 2020091319
Flash_Flood+Flood+Lightning,845_231_952_372,2020-09-01 09:00:00,2020-09-04 14:00:00,"Flash_Flood 2020090114 2020090414,Flood 2020090109 2020090305,Lightning 2020090115 2020090201"
Heavy_Rain,1434_498_1549_609,2020-09-17 06:00:00,2020-09-18 08:00:00,Heavy_Rain 2020091706 2020091808
Flash_Flood+Flood,1468_564_1519_640,2020-09-10 05:00:00,2020-09-11 08:00:00,"Flash_Flood 2020091005 2020091020,Flood 2020091007 2020091108"
Flood,1599_808_1640_849,2020-09-16 08:00:00,2020-09-19 00:00:00,Flood 2020091608 2020091900
Flash_Flood,1185_216_1282_313,2020-09-15 19:00:00,2020-09-16 17:00:00,Flash_Flood 2020091519 2020091617
Hail,801_440_842_481,2020-09-01 15:00:00,2020-09-01 15:00:00,Hail 2020090115 2020090115
Tornado,1107_432_1148_473,2020-09-01 15:00:00,2020-09-01 15:00:00,Tornado 2020090115 2020090115
Flash_Flood+Tornado,1487_584_1533_665,2020-08-04 07:00:00,2020-08-04 12:00:00,"Flash_Flood 2020080407 2020080412,Tornado 2020080407 2020080407"
Hail+Tornado,1001_744_1071_815,2020-07-18 17:00:00,2020-07-18 21:00:00,"Hail 2020071817 2020071821,Tornado 2020071821 2020071821"
Thunderstorm_Wind,1491_631_1547_687,2020-08-12 12:00:00,2020-08-12 14:00:00,Thunderstorm_Wind 2020081212 2020081214
Flash_Flood+Thunderstorm_Wind,1488_587_1537_655,2020-08-06 04:00:00,2020-08-06 08:00:00,"Flash_Flood 2020080605 2020080608,Thunderstorm_Wind 2020080604 2020080605"
Flash_Flood+Heavy_Rain,1181_410_1253_494,2020-09-13 07:00:00,2020-09-13 12:00:00,"Flash_Flood 2020091307 2020091312,Heavy_Rain 2020091311 2020091312"
Funnel_Cloud+Hail+Thunderstorm_Wind,943_734_1040_847,2020-07-08 17:00:00,2020-07-09 04:00:00,"Funnel_Cloud 2020070819 2020070819,Hail 2020070817 2020070904,Thunderstorm_Wind 2020070819 2020070903"
Flash_Flood+Flood,747_565_793_611,2020-07-23 19:00:00,2020-07-24 18:00:00,"Flash_Flood 2020072319 2020072322,Flood 2020072322 2020072418"
Flash_Flood+Flood+Thunderstorm_Wind,1073_250_1172_380,2020-09-23 09:00:00,2020-09-24 10:00:00,"Flash_Flood 2020092309 2020092407,Flood 2020092409 2020092410,Thunderstorm_Wind 2020092315 2020092315"
Flash_Flood+Thunderstorm_Wind,1238_281_1300_342,2020-09-16 11:00:00,2020-09-17 01:00:00,"Flash_Flood 2020091614 2020091701,Thunderstorm_Wind 2020091611 2020091611"
Hail+Thunderstorm_Wind,1268_610_1385_718,2020-11-15 11:00:00,2020-11-15 14:00:00,"Hail 2020111513 2020111513,Thunderstorm_Wind 2020111511 2020111514"
Thunderstorm_Wind,1140_579_1181_620,2020-09-08 14:00:00,2020-09-08 14:00:00,Thunderstorm_Wind 2020090814 2020090814
Flash_Flood,1201_223_1262_293,2020-09-15 19:00:00,2020-09-16 16:00:00,Flash_Flood 2020091519 2020091616
Tornado,1465_395_1517_455,2020-08-03 18:00:00,2020-08-03 21:00:00,Tornado 2020080318 2020080321
Hail+Thunderstorm_Wind,739_383_814_449,2020-09-01 17:00:00,2020-09-01 18:00:00,"Hail 2020090117 2020090117,Thunderstorm_Wind 2020090117 2020090118"
Flash_Flood+Tornado,1514_612_1566_720,2020-08-04 08:00:00,2020-08-04 13:00:00,"Flash_Flood 2020080408 2020080413,Tornado 2020080408 2020080409"
Marine_Hail+Marine_Thunderstorm_Wind,1428_135_1484_257,2020-08-18 13:00:00,2020-08-18 17:00:00,"Marine_Hail 2020081813 2020081813,Marine_Thunderstorm_Wind 2020081814 2020081817"
Thunderstorm_Wind,1409_205_1449_245,2020-08-20 17:00:00,2020-08-20 17:00:00,Thunderstorm_Wind 2020082017 2020082017
Thunderstorm_Wind,1410_193_1453_236,2020-08-21 15:00:00,2020-08-21 15:00:00,Thunderstorm_Wind 2020082115 2020082115
Thunderstorm_Wind,1088_426_1130_469,2020-11-15 01:00:00,2020-11-15 01:00:00,Thunderstorm_Wind 2020111501 2020111501
Thunderstorm_Wind,1126_428_1166_468,2020-11-15 03:00:00,2020-11-15 03:00:00,Thunderstorm_Wind 2020111503 2020111503
Hail+Thunderstorm_Wind,750_568_833_628,2020-07-12 16:00:00,2020-07-12 18:00:00,"Hail 2020071216 2020071218,Thunderstorm_Wind 2020071216 2020071218"
Hail+Thunderstorm_Wind,729_542_792_622,2020-07-13 16:00:00,2020-07-13 19:00:00,"Hail 2020071317 2020071317,Thunderstorm_Wind 2020071316 2020071319"
Lightning,1476_414_1516_454,2020-08-05 11:00:00,2020-08-05 11:00:00,Lightning 2020080511 2020080511
Thunderstorm_Wind,1230_413_1271_454,2020-09-28 15:00:00,2020-09-28 15:00:00,Thunderstorm_Wind 2020092815 2020092815
Funnel_Cloud,1403_181_1444_222,2020-09-27 19:00:00,2020-09-27 19:00:00,Funnel_Cloud 2020092719 2020092719
Hail+Lightning+Thunderstorm_Wind,826_659_946_748,2020-08-10 01:00:00,2020-08-10 07:00:00,"Hail 2020081001 2020081005,Lightning 2020081007 2020081007,Thunderstorm_Wind 2020081002 2020081004"
Flash_Flood+Heavy_Rain,912_696_963_751,2020-07-06 01:00:00,2020-07-06 11:00:00,"Flash_Flood 2020070607 2020070608,Heavy_Rain 2020070601 2020070611"
Thunderstorm_Wind,896_663_942_720,2020-07-03 15:00:00,2020-07-03 16:00:00,Thunderstorm_Wind 2020070315 2020070316
Hail,832_711_891_770,2020-07-04 23:00:00,2020-07-04 23:00:00,Hail 2020070423 2020070423
Thunderstorm_Wind,832_676_905_768,2020-07-02 23:00:00,2020-07-03 00:00:00,Thunderstorm_Wind 2020070223 2020070300
Hail,920_701_988_780,2020-09-05 21:00:00,2020-09-06 00:00:00,Hail 2020090521 2020090600
Hail,894_725_935_766,2020-09-05 22:00:00,2020-09-05 22:00:00,Hail 2020090522 2020090522
Hail+Thunderstorm_Wind,1018_667_1082_736,2020-09-06 00:00:00,2020-09-06 02:00:00,"Hail 2020090600 2020090600,Thunderstorm_Wind 2020090600 2020090602"
Lightning,1443_160_1485_202,2020-08-20 14:00:00,2020-08-20 14:00:00,Lightning 2020082014 2020082014
Marine_Thunderstorm_Wind,1454_147_1495_188,2020-08-22 20:00:00,2020-08-22 20:00:00,Marine_Thunderstorm_Wind 2020082220 2020082220
Marine_Thunderstorm_Wind,1433_161_1480_239,2020-08-24 01:00:00,2020-08-24 03:00:00,Marine_Thunderstorm_Wind 2020082401 2020082403
Thunderstorm_Wind,1506_670_1551_732,2020-08-18 00:00:00,2020-08-18 00:00:00,Thunderstorm_Wind 2020081800 2020081800
Thunderstorm_Wind,1484_648_1542_704,2020-08-02 05:00:00,2020-08-02 07:00:00,Thunderstorm_Wind 2020080205 2020080207
Hail,764_505_809_552,2020-07-01 17:00:00,2020-07-01 18:00:00,Hail 2020070117 2020070118
Thunderstorm_Wind,765_569_831_615,2020-07-13 19:00:00,2020-07-13 21:00:00,Thunderstorm_Wind 2020071319 2020071321
Hail+Thunderstorm_Wind,765_511_859_610,2020-07-29 15:00:00,2020-07-29 23:00:00,"Hail 2020072915 2020072916,Thunderstorm_Wind 2020072919 2020072923"
Flash_Flood+Hail+Thunderstorm_Wind,424_288_520_357,2020-08-16 15:00:00,2020-08-16 18:00:00,"Flash_Flood 2020081617 2020081618,Hail 2020081617 2020081617,Thunderstorm_Wind 2020081615 2020081618"
Thunderstorm_Wind,905_728_950_773,2020-08-28 01:00:00,2020-08-28 01:00:00,Thunderstorm_Wind 2020082801 2020082801
Hail+Thunderstorm_Wind,829_697_898_766,2020-08-30 17:00:00,2020-08-30 19:00:00,"Hail 2020083017 2020083019,Thunderstorm_Wind 2020083018 2020083018"
Flood,912_705_958_752,2020-07-06 04:00:00,2020-07-06 11:00:00,Flood 2020070604 2020070611
Funnel_Cloud+Tornado,1011_749_1087_811,2020-07-21 15:00:00,2020-07-21 19:00:00,"Funnel_Cloud 2020072115 2020072117,Tornado 2020072116 2020072119"
Flash_Flood+Funnel_Cloud+Heavy_Rain+Thunderstorm_Wind+Tornado,949_720_1023_780,2020-07-25 06:00:00,2020-07-26 06:00:00,"Flash_Flood 2020072521 2020072604,Funnel_Cloud 2020072518 2020072518,Heavy_Rain 2020072506 2020072606,Thunderstorm_Wind 2020072518 2020072518,Tornado 2020072517 2020072517"
Hail+Thunderstorm_Wind+Tornado,991_745_1044_804,2020-07-18 16:00:00,2020-07-18 21:00:00,"Hail 2020071816 2020071817,Thunderstorm_Wind 2020071816 2020071816,Tornado 2020071820 2020071821"
Lightning,1405_188_1447_230,2020-09-10 12:00:00,2020-09-10 12:00:00,Lightning 2020091012 2020091012
Flash_Flood,1240_256_1305_322,2020-09-16 11:00:00,2020-09-17 01:00:00,Flash_Flood 2020091611 2020091701
Flood,1022_330_1064_372,2020-09-25 18:00:00,2020-09-27 10:00:00,Flood 2020092518 2020092710
Thunderstorm_Wind,1245_665_1286_706,2020-09-01 17:00:00,2020-09-01 17:00:00,Thunderstorm_Wind 2020090117 2020090117
Marine_Thunderstorm_Wind,1403_69_1466_141,2020-09-05 15:00:00,2020-09-05 15:00:00,Marine_Thunderstorm_Wind 2020090515 2020090515
Hail,998_704_1056_771,2020-09-05 23:00:00,2020-09-06 05:00:00,Hail 2020090523 2020090605
Flash_Flood+Thunderstorm_Wind,1191_475_1276_574,2020-09-02 03:00:00,2020-09-03 09:00:00,"Flash_Flood 2020090221 2020090309,Thunderstorm_Wind 2020090203 2020090204"
Thunderstorm_Wind,1501_610_1538_673,2020-08-12 12:00:00,2020-08-12 13:00:00,Thunderstorm_Wind 2020081212 2020081213
Lightning+Thunderstorm_Wind,1491_659_1539_727,2020-08-17 23:00:00,2020-08-18 00:00:00,"Lightning 2020081800 2020081800,Thunderstorm_Wind 2020081723 2020081800"
Thunderstorm_Wind,756_558_852_601,2020-07-08 19:00:00,2020-07-08 21:00:00,Thunderstorm_Wind 2020070819 2020070821
Flash_Flood+Hail+Tornado,719_537_790_600,2020-07-02 13:00:00,2020-07-02 16:00:00,"Flash_Flood 2020070214 2020070216,Hail 2020070214 2020070215,Tornado 2020070213 2020070215"
Flash_Flood+Hail+Thunderstorm_Wind,447_285_516_347,2020-08-20 16:00:00,2020-08-20 21:00:00,"Flash_Flood 2020082019 2020082021,Hail 2020082017 2020082017,Thunderstorm_Wind 2020082016 2020082018"
Tornado,1448_383_1489_424,2020-08-03 19:00:00,2020-08-03 19:00:00,Tornado 2020080319 2020080319
Hail,900_659_941_700,2020-08-31 03:00:00,2020-08-31 03:00:00,Hail 2020083103 2020083103
Hail+Thunderstorm_Wind,829_700_893_779,2020-07-05 12:00:00,2020-07-05 19:00:00,"Hail 2020070512 2020070512,Thunderstorm_Wind 2020070518 2020070519"
Flood,854_678_920_778,2020-07-01 00:00:00,2020-07-31 23:00:00,Flood 2020070100 2020073123
Hail+Thunderstorm_Wind,871_454_990_524,2020-11-24 17:00:00,2020-11-24 20:00:00,"Hail 2020112419 2020112420,Thunderstorm_Wind 2020112417 2020112420"
Hail+Thunderstorm_Wind,848_676_914_779,2020-07-08 20:00:00,2020-07-08 21:00:00,"Hail 2020070821 2020070821,Thunderstorm_Wind 2020070820 2020070821"
Thunderstorm_Wind,1466_633_1508_678,2020-09-03 16:00:00,2020-09-03 16:00:00,Thunderstorm_Wind 2020090316 2020090316
Waterspout,1402_62_1471_142,2020-09-09 10:00:00,2020-09-09 10:00:00,Waterspout 2020090910 2020090910
Flash_Flood+Flood,903_152_943_192,2020-09-22 02:00:00,2020-09-22 12:00:00,"Flash_Flood 2020092202 2020092204,Flood 2020092204 2020092212"
Marine_Thunderstorm_Wind,1491_403_1539_456,2020-08-29 21:00:00,2020-08-29 21:00:00,Marine_Thunderstorm_Wind 2020082921 2020082921
Flood,856_735_899_778,2020-08-01 00:00:00,2020-08-02 18:00:00,Flood 2020080100 2020080218
Thunderstorm_Wind,919_733_966_780,2020-08-08 11:00:00,2020-08-08 12:00:00,Thunderstorm_Wind 2020080811 2020080812
Hail,903_662_953_708,2020-08-14 13:00:00,2020-08-14 15:00:00,Hail 2020081413 2020081415
Funnel_Cloud,1410_170_1452_213,2020-09-26 17:00:00,2020-09-26 17:00:00,Funnel_Cloud 2020092617 2020092617
Flood,910_692_956_738,2020-07-06 23:00:00,2020-07-08 01:00:00,Flood 2020070623 2020070801
Hail,925_711_968_753,2020-08-30 22:00:00,2020-08-30 22:00:00,Hail 2020083022 2020083022
Flash_Flood+Thunderstorm_Wind+Tornado,1283_247_1365_335,2020-09-16 12:00:00,2020-09-17 02:00:00,"Flash_Flood 2020091612 2020091702,Thunderstorm_Wind 2020091613 2020091613,Tornado 2020091615 2020091616"
Flash_Flood+Hail+Thunderstorm_Wind,1281_611_1366_702,2020-09-07 08:00:00,2020-09-08 03:00:00,"Flash_Flood 2020090708 2020090803,Hail 2020090716 2020090716,Thunderstorm_Wind 2020090709 2020090716"
Flash_Flood,1285_205_1332_252,2020-09-27 13:00:00,2020-09-27 15:00:00,Flash_Flood 2020092713 2020092715
Flood,1418_112_1499_167,2020-09-20 16:00:00,2020-09-20 21:00:00,Flood 2020092016 2020092021
Marine_Thunderstorm_Wind,1430_123_1478_174,2020-09-20 22:00:00,2020-09-20 22:00:00,Marine_Thunderstorm_Wind 2020092022 2020092022
Flood+Heavy_Rain,934_455_988_514,2020-09-08 08:00:00,2020-09-09 08:00:00,"Flood 2020090819 2020090900,Heavy_Rain 2020090808 2020090908"
Flash_Flood,1192_506_1235_550,2020-09-03 05:00:00,2020-09-03 06:00:00,Flash_Flood 2020090305 2020090306
Hail,1158_819_1199_860,2020-09-26 21:00:00,2020-09-26 21:00:00,Hail 2020092621 2020092621
Flash_Flood+Flood,1244_489_1294_537,2020-09-13 09:00:00,2020-09-13 14:00:00,"Flash_Flood 2020091309 2020091313,Flood 2020091311 2020091314"
Flash_Flood,971_395_1013_437,2020-09-01 04:00:00,2020-09-01 06:00:00,Flash_Flood 2020090104 2020090106
Thunderstorm_Wind,1505_583_1554_657,2020-08-06 05:00:00,2020-08-06 07:00:00,Thunderstorm_Wind 2020080605 2020080607
Thunderstorm_Wind,730_566_778_625,2020-07-07 19:00:00,2020-07-08 03:00:00,Thunderstorm_Wind 2020070719 2020070803
Thunderstorm_Wind,746_553_789_596,2020-07-25 17:00:00,2020-07-25 17:00:00,Thunderstorm_Wind 2020072517 2020072517
Hail,967_789_1007_829,2020-07-13 22:00:00,2020-07-13 22:00:00,Hail 2020071322 2020071322
Hail,1000_740_1043_785,2020-07-14 06:00:00,2020-07-14 06:00:00,Hail 2020071406 2020071406
Hail+Thunderstorm_Wind,892_659_941_705,2020-07-06 16:00:00,2020-07-06 17:00:00,"Hail 2020070616 2020070616,Thunderstorm_Wind 2020070616 2020070617"
Thunderstorm_Wind,884_727_937_780,2020-07-18 00:00:00,2020-07-18 00:00:00,Thunderstorm_Wind 2020071800 2020071800
Marine_Thunderstorm_Wind,1469_87_1509_142,2020-09-21 10:00:00,2020-09-21 13:00:00,Marine_Thunderstorm_Wind 2020092110 2020092113
Flash_Flood,980_208_1036_259,2020-09-23 07:00:00,2020-09-23 13:00:00,Flash_Flood 2020092307 2020092313
Flash_Flood,1036_234_1077_275,2020-09-23 13:00:00,2020-09-23 15:00:00,Flash_Flood 2020092313 2020092315
Flash_Flood+Heavy_Rain,1170_384_1218_432,2020-09-13 11:00:00,2020-09-13 18:00:00,"Flash_Flood 2020091311 2020091318,Heavy_Rain 2020091312 2020091318"
Waterspout,1436_757_1484_810,2020-09-04 19:00:00,2020-09-04 19:00:00,Waterspout 2020090419 2020090419
Thunderstorm_Wind,1400_696_1459_780,2020-09-07 08:00:00,2020-09-07 10:00:00,Thunderstorm_Wind 2020090708 2020090710
Flash_Flood,1493_606_1533_663,2020-08-07 18:00:00,2020-08-07 21:00:00,Flash_Flood 2020080718 2020080721
Hail+Thunderstorm_Wind,739_527_833_615,2020-07-13 19:00:00,2020-07-13 22:00:00,"Hail 2020071319 2020071322,Thunderstorm_Wind 2020071320 2020071322"
Thunderstorm_Wind,779_538_823_581,2020-07-25 17:00:00,2020-07-25 17:00:00,Thunderstorm_Wind 2020072517 2020072517
Hail,913_666_953_706,2020-08-31 03:00:00,2020-08-31 03:00:00,Hail 2020083103 2020083103
Hail,883_713_923_753,2020-07-06 07:00:00,2020-07-06 07:00:00,Hail 2020070607 2020070607
Thunderstorm_Wind,1047_744_1088_785,2020-07-14 15:00:00,2020-07-14 15:00:00,Thunderstorm_Wind 2020071415 2020071415
Thunderstorm_Wind,1403_184_1445_227,2020-09-04 14:00:00,2020-09-04 14:00:00,Thunderstorm_Wind 2020090414 2020090414
Flood,1441_133_1484_177,2020-09-06 15:00:00,2020-09-06 16:00:00,Flood 2020090615 2020090616
Hail+Thunderstorm_Wind,905_716_954_764,2020-07-20 21:00:00,2020-07-20 21:00:00,"Hail 2020072021 2020072021,Thunderstorm_Wind 2020072021 2020072021"
Flash_Flood,1272_304_1383_426,2020-09-16 21:00:00,2020-09-17 15:00:00,Flash_Flood 2020091621 2020091715
